area,segmento,UF,valor_solicitado,ano_projeto,target_ge50,share_raised_capped
Artes Cenicas,Apresentação ou Performance de Dança,RS,344009.877,2022,1.0,0.9960030013905676
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,PE,157106.4004,2022,0.0,0.0
Artes Cenicas,Teatro de bonecos e congêneres,SC,1306750.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,PR,248551.875,2022,1.0,0.8046609988357561
Artes Cenicas,Apresentação ou Performance de Teatro,RJ,486472.0009,2022,1.0,0.8798039747573888
Artes Cenicas,Apresentação ou Performance de Teatro,SP,373035.3008,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,BA,336943.75,2022,0.0,0.0
Artes Cenicas,"Performance de Circo, Clown e Ilusionismo",SC,465661.104,2022,1.0,0.9911730999976327
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,SP,249260.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,PB,966542.5,2022,0.0,0.0
Artes Cenicas,Teatro Musical,RJ,3441958.125,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,PR,162162.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,RS,1439717.3984,2022,1.0,1.0
Artes Cenicas,Desfiles festivos de caráter musical e cênico,RS,410157.0,2022,0.0,0.48761815597441954
Artes Cenicas,Apresentação ou Performance de Dança,RS,138990.9404,2022,0.0,0.43384122610051784
Artes Cenicas,Apresentação ou Performance de Teatro,SP,499700.8516,2022,1.0,0.7997684989336529
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,MG,1590000.0052,2022,0.0,0.2664229991286795
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,RJ,1596633.9718,2022,1.0,1.0
Artes Cenicas,Apresentação ou Performance de Dança,SC,192328.5,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,SP,126984.0,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,PR,244223.0996,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,MG,676024.4955,2022,1.0,0.9870797056051352
Artes Cenicas,Apresentação ou Performance de Dança,MS,499373.208,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,GO,483656.25,2022,1.0,0.7131371712864251
Artes Cenicas,Apresentação ou Performance de Teatro,RS,3372250.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,SP,499844.3984,2022,1.0,1.0
Artes Cenicas,"Teatro Musical (c/ dramaturgia, danças e canções)",RN,918825.7559,2022,0.0,0.31234569575042975
Artes Cenicas,Apresentação ou Performance de Teatro,RS,301104.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,SP,498918.75,2022,0.0,0.0
Artes Cenicas,Teatro Musical,RJ,1120249.5,2022,0.0,0.0
Artes Cenicas,"Performance de Circo, Clown e Ilusionismo",SC,1112332.0,2022,0.0,0.24453130899767336
Artes Cenicas,Apresentação ou Performance de Teatro,CE,2034460.0,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,SC,286164.4492,2022,1.0,0.7208222774584957
Artes Cenicas,Apresentação ou Performance de Teatro,RJ,1660075.0068,2022,1.0,0.7601786695364878
Artes Cenicas,Apresentação ou Performance de Dança,DF,217800.0,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,MG,500000.0026,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,SC,379031.9492,2022,1.0,0.7553603346743943
Artes Cenicas,Apresentação ou Performance de Teatro,SP,264414.2598,2022,0.0,0.0
Artes Cenicas,"Performance de Circo, Clown e Ilusionismo",SP,499687.1895,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,SP,497600.3984,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,RJ,258339.375,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,SP,499133.25,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,CE,876372.8906,2022,1.0,0.7873360842182126
Artes Cenicas,Apresentação ou Performance de Teatro,PR,463988.25,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,SP,499841.126,2022,1.0,0.793523960651449
Artes Cenicas,Apresentação ou Performance de Dança,RS,179373.1504,2022,1.0,0.643909078601989
Artes Cenicas,Desfiles festivos de caráter musical e cênico,SP,3999999.9535,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,SC,247533.0,2022,0.0,0.08079730783370298
Artes Cenicas,Teatro Musical,SP,4389184.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,RS,214991.6992,2022,0.0,0.48839094900274177
Artes Cenicas,Apresentação ou Performance de Dança,MG,252863.4902,2022,1.0,0.7036191735678258
Artes Cenicas,Apresentação ou Performance de Teatro,PR,488658.5,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,RS,252019.3496,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,DF,400897.1992,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,RJ,506378.9492,2022,0.0,0.0
Artes Cenicas,Teatro Musical,RJ,4277450.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,PE,499252.6016,2022,0.0,0.3204790510599915
Artes Cenicas,Apresentação ou Performance de Dança,RS,223641.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,RS,142531.9199,2022,1.0,0.9999999305418743
Artes Cenicas,Apresentação ou Performance de Teatro,SP,497271.7227,2022,1.0,0.8771864155709411
Artes Cenicas,Teatro Musical,AM,499483.6133,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,RJ,433104.1016,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,MG,3898840.0,2022,0.0,0.1234821280175642
Artes Cenicas,Apresentação ou Performance de Teatro,RS,499988.9395,2022,1.0,0.9761236528313244
Artes Cenicas,Apresentação ou Performance de Teatro,CE,122872.5,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,SP,681580.6281,2022,0.0,0.0
Artes Cenicas,Desfiles festivos de caráter musical e cênico,RJ,3127752.0,2022,1.0,1.0
Artes Cenicas,Apresentação ou Performance de Teatro,PR,499388.6875,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,RS,131670.0,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,RS,298541.3184,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,RJ,276210.0,2022,0.0,0.39824771007566706
Artes Cenicas,Apresentação ou Performance de Teatro,PB,498172.9492,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,MG,249999.9934,2022,1.0,0.9999999863999995
Artes Cenicas,Apresentação ou Performance de Teatro,SC,782921.248,2022,0.0,0.49033346710242814
Artes Cenicas,Desfile de escola de samba,SP,409337.5,2022,1.0,1.0
Artes Cenicas,Teatro Musical,RJ,6113760.0,2022,1.0,0.8489047656434011
Artes Cenicas,"Teatro Musical (c/ dramaturgia, danças e canções)",MG,1445818.75,2022,1.0,0.8299795531078844
Artes Cenicas,Desfiles festivos de caráter musical e cênico,PA,1971884.5938,2022,1.0,0.9128323258164096
Artes Cenicas,Teatro Musical,RS,103756.1201,2022,1.0,0.50117525549223
Artes Cenicas,Apresentação ou Performance de Teatro,MG,3377945.0,2022,0.0,0.0
Artes Cenicas,Desfiles festivos de caráter musical e cênico,RJ,1217172.0,2022,0.0,0.4107882862898588
Artes Cenicas,Apresentação ou Performance de Teatro,RJ,499518.3633,2022,0.0,0.29228154703957404
Artes Cenicas,Apresentação ou Performance de Dança,RS,151014.5996,2022,1.0,1.0
Artes Cenicas,"Performance de Circo, Clown e Ilusionismo",RS,498657.6016,2022,0.0,0.4622410232199697
Artes Cenicas,Apresentação ou Performance de Teatro,DF,246708.0,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,SP,199710.3604,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,RS,374484.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,MG,899751.875,2022,0.0,0.0
Artes Cenicas,"Performance de Circo, Clown e Ilusionismo",MG,207594.6406,2022,1.0,0.999999997109752
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,SP,1272191.207,2022,1.0,0.5785424596162926
Artes Cenicas,Apresentação ou Performance de Teatro,SP,1191696.0,2022,0.0,0.3990174171936467
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,PR,3738484.3647,2022,1.0,0.5746035506483604
Artes Cenicas,Apresentação ou Performance de Dança,MA,419001.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,PR,341068.75,2022,1.0,0.9235674625716956
Artes Cenicas,Apresentação ou Performance de Dança,RJ,491505.3008,2022,1.0,0.7768259251294731
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,PR,199152.8008,2022,0.0,0.15063810239921066
Artes Cenicas,Apresentação ou Performance de Teatro,SP,807262.5,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,SP,400317.5815,2022,0.0,0.04996033380562378
Artes Cenicas,Apresentação ou Performance de Teatro,RS,294624.0,2022,0.0,0.0
Artes Cenicas,Teatro Musical,GO,270959.2617,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,SP,499506.4805,2022,1.0,0.9976382678782884
Artes Cenicas,Desfile de escola de samba,RS,400812.5,2022,1.0,1.0
Artes Cenicas,Apresentação ou Performance de Teatro,MA,499986.3008,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,SP,296756.459,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,MG,260000.0007,2022,1.0,0.9999999973076923
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,PR,603480.8984,2022,1.0,0.6935231937077663
Artes Cenicas,Apresentação ou Performance de Teatro,MG,499949.7344,2022,1.0,0.9000904871767844
Artes Cenicas,Apresentação ou Performance de Teatro,CE,492110.1387,2022,1.0,0.6296212486467107
Artes Cenicas,Apresentação ou Performance de Teatro,SP,499173.3984,2022,0.0,0.0
Artes Cenicas,"Performance de Circo, Clown e Ilusionismo",SP,729025.0,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,MG,363373.5605,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,PR,102702.5996,2022,0.0,0.058421111280225084
Artes Cenicas,Teatro Musical,SP,5996605.3438,2022,0.0,0.45025474334267795
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,RJ,3946261.8125,2022,1.0,0.7961965397347797
Artes Cenicas,Apresentação ou Performance de Teatro,PE,436150.0,2022,0.0,0.0
Artes Cenicas,Teatro de bonecos e congêneres,RS,312603.5,2022,0.0,0.2108101796684938
Artes Cenicas,"Teatro Musical (c/ dramaturgia, danças e canções)",SP,2000142.875,2022,1.0,0.9175569520252397
Artes Cenicas,Apresentação ou Performance de Dança,RJ,5973773.1348,2022,0.0,0.0
Artes Cenicas,Ópera,SP,679730.6992,2022,1.0,0.9938864035346778
Artes Cenicas,Desfile de escola de samba,RJ,2940160.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,RS,249582.3008,2022,0.0,0.12020083116406627
Artes Cenicas,Teatro de Formas Animadas Mamulengo Bonecos e Cong,RS,342782.8818,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,SP,1943587.627,2022,1.0,0.6355954899274526
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,PR,753887.6406,2022,1.0,0.8290360079422159
Artes Cenicas,Apresentação ou Performance de Dança,RS,166275.4502,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,SP,266438.7587,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,ES,499823.3242,2022,1.0,0.9303287331463833
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,PE,2201288.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,RS,393008.0,2022,1.0,0.6437527989252128
Artes Cenicas,Apresentação ou Performance de Teatro,SP,499958.3594,2022,1.0,0.6878872880788159
Artes Cenicas,Apresentação ou Performance de Dança,PB,80000.0,2022,1.0,0.7
Artes Cenicas,Teatro Musical,SP,1496453.0938,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,SC,719166.25,2022,1.0,0.9660979502305622
Artes Cenicas,"Performance de Circo, Clown e Ilusionismo",RS,799136.7969,2022,0.0,0.3341105065312254
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,SC,695234.375,2022,0.0,0.11650891111360827
Artes Cenicas,"Performance de Circo, Clown e Ilusionismo",SP,255612.5,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,PR,381816.6016,2022,1.0,0.99786127267233
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,MG,631839.9004,2022,1.0,0.7913397043831263
Artes Cenicas,Teatro Musical,SP,4226180.8257,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,RJ,425001.5,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,PI,242385.0,2022,1.0,0.9999991336097531
Artes Cenicas,Apresentação ou Performance de Teatro,SP,461018.25,2022,1.0,0.5422778816239922
Artes Cenicas,Apresentação ou Performance de Teatro,PE,499998.1732,2022,1.0,1.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,MA,450016.6754,2022,1.0,0.9999629449286848
Artes Cenicas,Desfile de escola de samba,RS,789980.3984,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,SP,759309.375,2022,0.0,0.24502529025142092
Artes Cenicas,Apresentação ou Performance de Teatro,SP,499210.8008,2022,0.0,0.06095120528489975
Artes Cenicas,Apresentação ou Performance de Teatro,SP,455226.75,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,RJ,499382.3984,2022,1.0,0.7008657115697011
Artes Cenicas,Apresentação ou Performance de Teatro,SP,349021.1992,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,SC,241520.4004,2022,1.0,1.0
Artes Cenicas,Apresentação ou Performance de Teatro,RJ,226174.7813,2022,1.0,0.5084563333675256
Artes Cenicas,"Performance de Circo, Clown e Ilusionismo",RS,99030.75,2022,1.0,0.9088086276232382
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,RJ,629857.8008,2022,1.0,0.8306137025460494
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,PR,686862.3984,2022,1.0,1.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,MG,1017514.4243,2022,1.0,0.9336585087268527
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,SP,977347.1007,2022,0.0,0.4657327572507117
Artes Cenicas,Apresentação ou Performance de Teatro,MG,497736.3613,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,MG,498301.4748,2022,1.0,1.0
Artes Cenicas,Apresentação ou Performance de Dança,RS,141980.8496,2022,0.0,0.3732897792154077
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,SP,199364.0,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,MG,248503.7266,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,SP,497505.6875,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,AL,379362.5547,2022,0.0,0.0
Artes Cenicas,"Teatro Musical (c/ dramaturgia, danças e canções)",SP,389677.8694,2022,1.0,0.9687488811752366
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,SP,499276.8008,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,RN,427696.5,2022,0.0,0.4676213155824282
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,SC,204204.0,2022,1.0,0.6833126187537953
Artes Cenicas,"Performance de Circo, Clown e Ilusionismo",RS,134852.8496,2022,0.0,0.3633590253772435
Artes Cenicas,Apresentação ou Performance de Teatro,SP,427446.8555,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,RS,143096.085,2022,1.0,0.999999965058443
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,PR,654068.25,2022,1.0,0.9829803694033459
Artes Cenicas,Teatro Musical,SP,112355.0996,2022,0.0,0.0
Artes Cenicas,Teatro Musical,RJ,2228047.5938,2022,0.0,0.08976468929862229
Artes Cenicas,Apresentação ou Performance de Teatro,RS,1766300.0,2022,0.0,0.3273343939308158
Artes Cenicas,Apresentação ou Performance de Dança,PR,190561.8442,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,SP,499936.25,2022,1.0,0.942940224878672
Artes Cenicas,Apresentação ou Performance de Dança,SP,499922.5,2022,1.0,0.940145722587001
Artes Cenicas,Teatro Musical,SP,106548.75,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,CE,499956.6016,2022,1.0,1.0
Artes Cenicas,Apresentação ou Performance de Teatro,SP,499236.9258,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,RS,250831.3496,2022,1.0,0.8970170609009075
Artes Cenicas,Apresentação ou Performance de Teatro,PR,499831.6133,2022,1.0,0.9980457352556175
Artes Cenicas,Apresentação ou Performance de Teatro,SC,137831.7598,2022,1.0,0.9999999288988255
Artes Cenicas,"Performance de Circo, Clown e Ilusionismo",MG,404150.1758,2022,1.0,1.0
Artes Cenicas,Apresentação ou Performance de Teatro,RJ,499790.5,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,SC,162368.5806,2022,1.0,0.634359182172958
Artes Cenicas,Apresentação ou Performance de Teatro,ES,499594.25,2022,1.0,0.896127207228666
Artes Cenicas,Desfile de escola de samba,SP,2483690.3984,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,MG,250000.0015,2022,1.0,0.9999999540000002
Artes Cenicas,Desfile de escola de samba,RJ,727056.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,PR,497668.8594,2022,1.0,0.6381753529503639
Artes Cenicas,Apresentação ou Performance de Teatro,MG,493406.1016,2022,1.0,0.9407099111560724
Artes Cenicas,Apresentação ou Performance de Dança,RS,64300.5,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,SP,477592.5,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,RS,235764.0,2022,1.0,0.7327242496734022
Artes Cenicas,"Performance de Circo, Clown e Ilusionismo",MT,448140.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,SC,248999.3008,2022,1.0,0.6461865534684265
Artes Cenicas,Apresentação ou Performance de Teatro,SP,499769.6016,2022,1.0,1.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,PR,237667.6504,2022,1.0,0.8078507936475985
Artes Cenicas,Apresentação ou Performance de Teatro,RO,799900.6526,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,DF,499851.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,RJ,493685.2266,2022,0.0,0.401672947286043
Artes Cenicas,Apresentação ou Performance de Teatro,RJ,999738.2969,2022,1.0,0.9228415104841025
Artes Cenicas,Apresentação ou Performance de Teatro,SP,855883.6016,2022,1.0,0.6426107463349254
Artes Cenicas,Apresentação ou Performance de Dança,RJ,300879.2043,2022,0.0,0.0
Artes Cenicas,Desfiles festivos de caráter musical e cênico,SP,651451.9219,2022,1.0,0.9210196176105564
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,SP,911457.9925,2022,1.0,0.7373058281673909
Artes Cenicas,Apresentação ou Performance de Teatro,RJ,265765.5,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,SP,499844.3984,2022,1.0,0.63827239241099
Artes Cenicas,Teatro Musical,RS,239632.1802,2022,1.0,0.8145900931881602
Artes Cenicas,Apresentação ou Performance de Dança,PE,389031.5,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,SP,271562.5,2022,1.0,1.0
Artes Cenicas,Apresentação ou Performance de Teatro,MG,436328.1992,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,SP,185638.75,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,MG,489693.6016,2022,0.0,0.0
Artes Cenicas,Desfiles festivos de caráter musical e cênico,RS,456948.8008,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,MA,481932.0,2022,1.0,0.5187453831660899
Artes Cenicas,Apresentação ou Performance de Teatro,SC,245835.6992,2022,0.0,0.04067757462623232
Artes Cenicas,Apresentação ou Performance de Dança,SP,4226550.0,2022,0.0,0.31940944742165595
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,SP,490056.9297,2022,0.0,0.4081158491574331
Artes Cenicas,Apresentação ou Performance de Teatro,SP,495402.1797,2022,0.0,0.20185619704087063
Artes Cenicas,Apresentação ou Performance de Teatro,SC,297159.0605,2022,1.0,0.7393380488898132
Artes Cenicas,Apresentação ou Performance de Dança,GO,478965.957,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,SC,204127.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,RJ,360501.897,2022,1.0,0.9999999805826265
Artes Cenicas,Apresentação ou Performance de Teatro,SP,457528.5,2022,1.0,0.9686827815097857
Artes Cenicas,Apresentação ou Performance de Teatro,RS,283053.8711,2022,0.0,0.2509303254676456
Artes Cenicas,Apresentação ou Performance de Teatro,RS,225545.6504,2022,1.0,0.5852473757126375
Artes Cenicas,Teatro Musical,SP,3022731.25,2022,0.0,0.0
Artes Cenicas,Desfiles festivos de caráter musical e cênico,CE,475400.1538,2022,0.0,0.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,SP,455716.25,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,SC,389847.6992,2022,1.0,0.5923467048128728
Artes Cenicas,Apresentação ou Performance de Teatro,RS,848742.3984,2022,1.0,0.7711409271338695
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,CE,2187150.0,2022,0.0,0.18956063827355232
Artes Cenicas,Apresentação ou Performance de Teatro,SP,1223450.0,2022,0.0,0.3385251052351955
Artes Cenicas,Apresentação ou Performance de Dança,RS,126358.6504,2022,0.0,0.07913981328816092
Artes Cenicas,"Performance de Circo, Clown e Ilusionismo",RS,167277.0,2022,1.0,0.8787819006797108
Artes Cenicas,Teatro Musical,SP,4161700.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,PR,497389.1992,2022,0.0,0.0
Artes Cenicas,"Teatro Musical (c/ dramaturgia, danças e canções)",PR,5588637.5,2022,0.0,0.20470105638449443
Artes Cenicas,"Performance de Circo, Clown e Ilusionismo",SP,1221133.3164,2022,1.0,0.9949030000931027
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,GO,1572437.5,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,PR,499530.707,2022,1.0,1.0
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,PE,495430.6279,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,RS,499106.4004,2022,1.0,0.9999999991985677
Artes Cenicas,ConstruçãoManuImplant d EquipamCult em geral,SP,1543643.7188,2022,1.0,1.0
Artes Cenicas,Apresentação ou Performance de Dança,RS,312994.9902,2022,0.0,0.15345293536266957
Artes Cenicas,Apresentação ou Performance de Teatro,SP,425172.3042,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,SP,283259.2402,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,SP,489535.1992,2022,1.0,0.674108829230844
Artes Cenicas,Teatro Musical,SP,5999997.5372,2022,0.0,0.05000002052334176
Artes Cenicas,Apresentação ou Performance de Dança,MG,499000.5742,2022,1.0,0.9328646580142553
Artes Cenicas,"Performance de Circo, Clown e Ilusionismo",SP,904325.0488,2022,0.0,0.4208663693492065
Artes Cenicas,Apresentação ou Performance de Teatro,MG,478383.5508,2022,0.0,0.33648082115452205
Artes Cenicas,Apresentação ou Performance de Teatro,SP,499970.4609,2022,1.0,0.9999999981998937
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,RS,1241044.0447,2022,0.0,0.24807498276535583
Artes Cenicas,Desfile de escola de samba,CE,249770.4004,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,PE,444609.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,SP,3412222.0313,2022,1.0,0.8220449824982056
Artes Cenicas,Apresentação ou Performance de Dança,SC,300432.0,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,PR,647790.0,2022,0.0,0.3164605813612436
Artes Cenicas,Apresentação ou Performance de Teatro,MG,392975.5508,2022,1.0,0.9924281528610558
Artes Cenicas,"Teatro Musical (c/ dramaturgia, danças e canções)",SP,3092912.6563,2022,1.0,0.7210830850516184
Artes Cenicas,Apresentação ou Performance de Teatro,MT,497112.0,2022,1.0,0.7978423373404786
Artes Cenicas,Apresentação ou Performance de Dança,MG,499878.2998,2022,0.0,0.20004869193163566
Artes Cenicas,"Performance de Circo, Clown e Ilusionismo",CE,1219952.25,2022,0.0,0.21908232064000863
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,PR,644992.4795,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,RJ,210581.8008,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,PI,491980.5,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Dança,RS,1577100.3984,2022,1.0,0.8885143339140761
Artes Cenicas,"Teatro Musical (c/ dramaturgia, danças e canções)",PR,318017.6992,2022,0.0,0.4074744906525002
Artes Cenicas,Teatro Musical,PE,1731883.0,2022,1.0,0.674499045258831
Artes Cenicas,Teatro Musical,SP,5999906.1875,2022,1.0,0.9999999987499804
Artes Cenicas,Ópera,SP,5823566.0,2022,0.0,0.29277594003399293
Artes Cenicas,Apresentação ou Performance de Teatro,PR,494909.3535,2022,1.0,0.9977484695083662
Artes Cenicas,Apresentação ou Performance de Dança,MS,499941.4492,2022,0.0,0.024002810767545377
Artes Cenicas,Apresentação ou Performance de Teatro,MG,499813.0508,2022,0.0,0.0
Artes Cenicas,"Teatro Musical (c/ dramaturgia, danças e canções)",RJ,4223943.5938,2022,1.0,0.6134078125008886
Artes Cenicas,Empreend Ações Educ-Cult/Capacitação/Treinamento,RJ,996879.8359,2022,0.0,0.0
Artes Cenicas,Apresentação ou Performance de Teatro,RJ,538323.5,2022,0.0,0.441189563524535
Artes Cenicas,Apresentação ou Performance de Dança,RS,495514.8008,2022,1.0,0.9999999983855173
Artes Cenicas,Apresentação ou Performance de Dança,SC,216478.3496,2022,0.0,0.0
